craft_id,craft_name,category,material_cost,labor_hours,weight_kg,is_gi_tagged,complexity_score,artisan_experience_years,texture_roughness_index,organic_dye_purity,is_genuine_handmade,sample_dialect_phrase,protected_artisan_wage,fair_market_price
SIH-CRAFT-0322,Zari Zardozi Embroidery,Zari Embroidery,1494.0,34.1,0.32,0,4,17,0.861,0.73,1,सच्ची जरी कढ़ाई,7518.3,12166.6
SIH-CRAFT-0323,Mithila Madhubani Painting,Madhubani,292.79,17.7,0.32,1,5,8,0.921,0.894,1,प्राकृतिक रंग चित्र,4279.5,6645.09
SIH-CRAFT-0324,Bastar Dhokra Bell Metal,Dhokra Art,730.65,25.2,1.75,1,3,3,0.666,0.827,1,मोम की ढलाई कला,5740.2,9208.15
SIH-CRAFT-0325,Mithila Madhubani Painting,Madhubani,208.48,2.8,0.48,0,1,3,0.376,0.252,0,गोबर लीपा कैनवास,157.08,458.66
SIH-CRAFT-0326,Mithila Madhubani Painting,Madhubani,689.56,8.9,0.11,1,4,9,0.674,0.749,1,पेड़ और मोर,2119.7,4265.0
SIH-CRAFT-0327,Mithila Madhubani Painting,Madhubani,550.88,33.1,0.17,1,5,33,0.882,0.825,1,गोबर लीपा कैनवास,8273.5,12385.41
SIH-CRAFT-0328,Zari Zardozi Embroidery,Zari Embroidery,245.98,1.9,0.44,0,1,3,0.344,0.303,0,मखमली सूट पीस,100.89,541.16
SIH-CRAFT-0329,Kolhapuri Chappal & Leather,Leather Craft,518.91,7.6,0.44,1,4,12,0.668,0.701,1,कोल्हापुरी हाथ की चप्पल,1760.8,3550.11
SIH-CRAFT-0330,Moradabad Brassware,Brass Craft,1350.11,17.6,1.94,1,3,13,0.861,0.983,1,ब्रास पूजा थाली,3820.6,7452.96
SIH-CRAFT-0331,Jaipur Blue Pottery,Blue Pottery,568.61,12.8,2.05,1,2,37,0.778,0.808,1,क्वार्ट्ज प्लेट,3230.2,5600.89
SIH-CRAFT-0332,Saharanpur Wood Carving,Wood Carving,444.62,16.6,1.77,1,4,39,0.67,0.918,1,लकड़ी का झरोखा,4120.8,6635.82
SIH-CRAFT-0333,Jaipur Blue Pottery,Blue Pottery,539.09,13.6,2.74,1,3,38,0.67,0.812,1,हस्तशिल्प जार,3575.6,6027.33
SIH-CRAFT-0334,Kutch Bandhani & Ajrakh,Bandhani,339.86,3.1,0.6,0,1,3,0.205,0.188,0,प्राकृतिक नील रंग,169.26,747.69
SIH-CRAFT-0335,Gorakhpur Terracotta,Terracotta,420.14,11.8,2.53,1,2,10,0.963,0.83,1,टेराकोटा सुराही,2321.2,4173.31
SIH-CRAFT-0336,Varanasi Silk Handloom,Handloom Silk,1190.23,34.6,1.19,1,4,15,0.979,0.882,1,हाथ का ताना-बाना,8805.8,13967.14
SIH-CRAFT-0337,Saharanpur Wood Carving,Wood Carving,525.67,1.1,2.24,0,2,4,0.214,0.147,0,हाथ से तराशा बॉक्स,62.37,1156.47
SIH-CRAFT-0338,Gorakhpur Terracotta,Terracotta,336.92,8.7,1.76,1,4,12,0.699,0.871,1,माटी का घड़ा,1989.6,3613.3
SIH-CRAFT-0339,Jaipur Blue Pottery,Blue Pottery,405.54,10.0,1.78,1,4,29,0.737,0.89,1,हस्तशिल्प जार,2765.0,4752.73
SIH-CRAFT-0340,Zari Zardozi Embroidery,Zari Embroidery,630.81,20.1,0.73,0,5,5,0.781,0.955,1,मखमली सूट पीस,4597.5,7058.22
SIH-CRAFT-0341,Varanasi Silk Handloom,Handloom Silk,1993.0,27.8,0.7,1,4,22,0.753,0.944,1,बनारसी कतान सिल्क,7224.4,12915.99
SIH-CRAFT-0342,Varanasi Silk Handloom,Handloom Silk,3140.7,35.5,1.06,1,4,29,0.85,0.726,1,जरी पल्लू,9239.0,17185.1
SIH-CRAFT-0343,Varanasi Silk Handloom,Handloom Silk,734.6,5.6,0.81,0,2,0,0.28,0.106,0,हाथ का ताना-बाना,376.32,1616.12
SIH-CRAFT-0344,Kolhapuri Chappal & Leather,Leather Craft,818.31,10.8,0.85,1,2,15,0.939,0.758,1,कोल्हापुरी हाथ की चप्पल,2212.2,4563.69
SIH-CRAFT-0345,Varanasi Silk Handloom,Handloom Silk,1016.29,31.9,0.56,1,4,32,0.817,0.884,1,बनारसी कतान सिल्क,8391.2,13172.61
SIH-CRAFT-0346,Gorakhpur Terracotta,Terracotta,296.64,7.9,3.38,1,4,40,0.832,0.8,1,हाथ से बनी मटकी,2243.2,3901.28
SIH-CRAFT-0347,Jaipur Blue Pottery,Blue Pottery,562.61,8.3,1.86,1,3,17,0.864,0.897,1,क्वार्ट्ज प्लेट,2089.3,4052.58
SIH-CRAFT-0348,Kutch Bandhani & Ajrakh,Bandhani,991.7,21.5,0.68,1,3,11,0.864,0.874,1,कच्छी बंधेज दुपट्टा,4594.0,8013.19
SIH-CRAFT-0349,Varanasi Silk Handloom,Handloom Silk,2751.7,29.4,1.17,1,5,20,0.79,0.809,1,हाथ का ताना-बाना,7944.0,14911.69
SIH-CRAFT-0350,Bastar Dhokra Bell Metal,Dhokra Art,1013.37,24.9,3.03,1,4,40,0.684,0.848,1,बेल मेटल बैल,6526.2,10650.92
SIH-CRAFT-0351,Saharanpur Wood Carving,Wood Carving,993.77,12.8,3.33,1,5,7,0.761,0.78,1,हाथ से तराशा बॉक्स,2985.0,5843.84
SIH-CRAFT-0352,Moradabad Brassware,Brass Craft,1453.31,25.8,2.84,1,3,36,0.903,0.961,1,हाथ की ढलाई,5854.8,10338.45
SIH-CRAFT-0353,Kutch Bandhani & Ajrakh,Bandhani,844.6,17.5,0.66,1,3,19,0.949,0.817,1,प्राकृतिक नील रंग,3890.0,6864.21
SIH-CRAFT-0354,Gorakhpur Terracotta,Terracotta,448.43,12.0,1.53,1,2,37,0.861,0.838,1,हाथ से बनी मटकी,2763.0,4807.93
SIH-CRAFT-0355,Kolhapuri Chappal & Leather,Leather Craft,451.99,12.2,0.85,1,3,9,0.805,0.915,1,हाथ की सिलाई,2526.2,4493.06
SIH-CRAFT-0356,Kolhapuri Chappal & Leather,Leather Craft,459.84,12.5,0.67,1,1,17,0.767,0.916,1,प्राकृतिक चमड़ा,2405.0,4340.03
SIH-CRAFT-0357,Kutch Bandhani & Ajrakh,Bandhani,565.05,10.2,0.41,1,2,33,0.668,0.884,1,प्राकृतिक नील रंग,2473.8,4574.95
SIH-CRAFT-0358,Zari Zardozi Embroidery,Zari Embroidery,1383.9,22.5,0.91,0,5,36,0.748,0.716,1,जरदोज़ी का काम,5602.5,9431.64
SIH-CRAFT-0359,Mithila Madhubani Painting,Madhubani,175.39,5.3,0.72,0,2,1,0.211,0.3,0,मिथिला पेंटिंग,316.41,385.86
SIH-CRAFT-0360,Bastar Dhokra Bell Metal,Dhokra Art,1585.3,16.9,0.96,1,4,20,0.719,0.924,1,बेल मेटल बैल,4322.2,8447.62
SIH-CRAFT-0361,Mithila Madhubani Painting,Madhubani,669.96,10.5,0.53,1,5,30,0.783,0.98,1,पेड़ और मोर,2917.5,5315.57
SIH-CRAFT-0362,Gorakhpur Terracotta,Terracotta,209.82,7.1,0.54,1,3,36,0.713,0.896,1,टेराकोटा सुराही,1931.6,3363.42
SIH-CRAFT-0363,Varanasi Silk Handloom,Handloom Silk,1692.0,21.7,0.71,1,5,22,0.705,0.939,1,हाथ का ताना-बाना,5972.0,10818.9
SIH-CRAFT-0364,Moradabad Brassware,Brass Craft,1224.35,18.5,3.45,1,3,24,0.979,0.842,1,पीतल का नक्काशीदार दीया,4171.0,7756.22
SIH-CRAFT-0365,Mithila Madhubani Painting,Madhubani,302.01,2.9,0.26,0,1,1,0.357,0.256,0,गोबर लीपा कैनवास,162.69,664.42
SIH-CRAFT-0366,Jaipur Blue Pottery,Blue Pottery,707.8,6.5,2.53,1,4,37,0.856,0.872,1,नीली मिट्टी का फूलदान,2069.5,4221.86
SIH-CRAFT-0367,Jaipur Blue Pottery,Blue Pottery,360.86,15.7,1.52,1,5,10,0.831,0.838,1,नीली मिट्टी का फूलदान,3996.5,6354.94
SIH-CRAFT-0368,Varanasi Silk Handloom,Handloom Silk,2349.72,29.2,0.93,1,5,36,0.739,0.876,1,शुद्ध रेशमी साड़ी,8132.0,14622.82
SIH-CRAFT-0369,Kutch Bandhani & Ajrakh,Bandhani,383.93,17.5,0.28,1,2,9,0.814,0.877,1,अजरख ब्लॉक प्रिंट,3530.0,5756.31
SIH-CRAFT-0370,Kolhapuri Chappal & Leather,Leather Craft,225.9,1.4,0.53,0,2,1,0.341,0.218,0,कोल्हापुरी हाथ की चप्पल,77.28,496.98
SIH-CRAFT-0371,Gorakhpur Terracotta,Terracotta,176.7,4.2,2.22,1,4,12,0.963,0.926,1,माटी का घड़ा,1053.6,2133.4
SIH-CRAFT-0372,Jaipur Blue Pottery,Blue Pottery,281.75,1.9,2.75,0,2,3,0.118,0.335,0,नीली मिट्टी का फूलदान,119.13,619.85
SIH-CRAFT-0373,Moradabad Brassware,Brass Craft,1412.12,16.5,2.02,1,2,3,0.931,0.892,1,पीतल का नक्काशीदार दीया,3246.0,6760.96
SIH-CRAFT-0374,Saharanpur Wood Carving,Wood Carving,837.71,20.9,4.05,1,2,26,0.919,0.753,1,हाथ से तराशा बॉक्स,4340.1,7462.54
SIH-CRAFT-0375,Kutch Bandhani & Ajrakh,Bandhani,206.99,1.8,0.8,0,2,5,0.41,0.108,0,कच्छी बंधेज दुपट्टा,104.76,455.38
SIH-CRAFT-0376,Gorakhpur Terracotta,Terracotta,161.32,0.6,3.23,0,2,4,0.337,0.113,0,धूपदानी,33.12,354.9
SIH-CRAFT-0377,Saharanpur Wood Carving,Wood Carving,1262.58,27.1,3.49,1,3,33,0.954,0.733,1,हाथ से तराशा बॉक्स,5942.1,10198.82
SIH-CRAFT-0378,Bastar Dhokra Bell Metal,Dhokra Art,787.77,16.9,2.7,1,5,36,0.903,0.867,1,बेल मेटल बैल,4765.0,7968.74
SIH-CRAFT-0379,Varanasi Silk Handloom,Handloom Silk,976.26,4.6,0.82,0,1,3,0.332,0.137,0,हाथ का ताना-बाना,292.56,2147.77
SIH-CRAFT-0380,Kutch Bandhani & Ajrakh,Bandhani,961.15,20.3,0.63,1,2,13,0.817,0.836,1,अजरख ब्लॉक प्रिंट,4133.2,7349.87
SIH-CRAFT-0381,Mithila Madhubani Painting,Madhubani,520.41,14.7,0.78,1,3,35,0.723,0.887,1,पेड़ और मोर,3626.7,6071.1
SIH-CRAFT-0382,Varanasi Silk Handloom,Handloom Silk,1921.63,41.2,0.47,1,4,31,0.754,0.984,1,बनारसी कतान सिल्क,10682.6,17488.21
SIH-CRAFT-0383,Jaipur Blue Pottery,Blue Pottery,369.71,13.7,2.42,1,4,35,0.836,0.89,1,क्वार्ट्ज प्लेट,3717.1,5989.69
SIH-CRAFT-0384,Saharanpur Wood Carving,Wood Carving,454.28,11.4,2.48,1,5,26,0.886,0.733,1,लकड़ी का झरोखा,2955.0,5075.03
SIH-CRAFT-0385,Varanasi Silk Handloom,Handloom Silk,1716.82,43.9,1.04,1,5,36,0.773,0.731,1,शुद्ध रेशमी साड़ी,11954.0,18928.11
SIH-CRAFT-0386,Bastar Dhokra Bell Metal,Dhokra Art,1288.54,25.9,1.09,1,5,15,0.712,0.97,1,मोम की ढलाई कला,6700.0,11257.03
SIH-CRAFT-0387,Varanasi Silk Handloom,Handloom Silk,2697.27,47.5,0.49,1,4,5,0.956,0.943,1,बनारसी कतान सिल्क,11855.0,20118.06
SIH-CRAFT-0388,Bastar Dhokra Bell Metal,Dhokra Art,1148.25,21.1,3.4,1,3,36,0.893,0.86,1,मोम की ढलाई कला,5308.6,9189.25
SIH-CRAFT-0389,Zari Zardozi Embroidery,Zari Embroidery,983.75,33.0,0.42,0,3,11,0.684,0.891,1,मखमली सूट पीस,6798.0,10505.36
SIH-CRAFT-0390,Saharanpur Wood Carving,Wood Carving,784.66,29.5,4.19,1,3,20,0.781,0.799,1,हाथ से तराशा बॉक्स,6229.5,9941.62
SIH-CRAFT-0391,Bastar Dhokra Bell Metal,Dhokra Art,652.0,23.3,3.19,1,5,22,0.928,0.859,1,मोम की ढलाई कला,6155.0,9661.95
SIH-CRAFT-0392,Kolhapuri Chappal & Leather,Leather Craft,470.53,11.9,0.63,1,3,11,0.974,0.889,1,कोल्हापुरी हाथ की चप्पल,2497.4,4479.21
SIH-CRAFT-0393,Kolhapuri Chappal & Leather,Leather Craft,732.13,12.8,1.01,1,4,40,0.838,0.893,1,प्राकृतिक चमड़ा,3262.4,5865.12
SIH-CRAFT-0394,Kolhapuri Chappal & Leather,Leather Craft,858.38,13.9,0.82,1,1,27,0.698,0.894,1,कोल्हापुरी हाथ की चप्पल,2795.8,5405.64
SIH-CRAFT-0395,Moradabad Brassware,Brass Craft,793.12,13.7,2.63,1,2,21,0.717,0.857,1,ब्रास पूजा थाली,2972.8,5556.49
SIH-CRAFT-0396,Bastar Dhokra Bell Metal,Dhokra Art,1454.84,26.3,3.14,1,5,38,0.778,0.848,1,बेल मेटल बैल,7145.0,12082.28
SIH-CRAFT-0397,Moradabad Brassware,Brass Craft,656.38,15.6,3.37,1,4,38,0.668,0.916,1,पीतल का नक्काशीदार दीया,3970.8,6719.19
SIH-CRAFT-0398,Zari Zardozi Embroidery,Zari Embroidery,541.39,3.2,0.46,0,2,4,0.291,0.261,0,मखमली सूट पीस,181.44,1191.06
SIH-CRAFT-0399,Varanasi Silk Handloom,Handloom Silk,1308.08,46.0,0.55,1,3,35,0.689,0.712,1,हाथ का ताना-बाना,11381.0,17602.76
SIH-CRAFT-0400,Kolhapuri Chappal & Leather,Leather Craft,446.56,14.3,0.4,1,4,12,0.663,0.969,1,हाथ की सिलाई,3154.4,5333.8
SIH-CRAFT-0401,Gorakhpur Terracotta,Terracotta,337.61,12.3,1.4,1,3,7,0.909,0.792,1,टेराकोटा सुराही,2515.8,4324.6
SIH-CRAFT-0402,Mithila Madhubani Painting,Madhubani,682.44,12.5,0.48,1,4,8,0.765,0.956,1,प्राकृतिक रंग चित्र,2907.5,5318.92
SIH-CRAFT-0403,Saharanpur Wood Carving,Wood Carving,618.45,24.1,2.76,1,2,10,0.871,0.829,1,लकड़ी का झरोखा,4704.9,7659.02
SIH-CRAFT-0404,Zari Zardozi Embroidery,Zari Embroidery,282.41,1.6,0.92,0,2,0,0.235,0.239,0,सच्ची जरी कढ़ाई,90.72,621.3
SIH-CRAFT-0405,Gorakhpur Terracotta,Terracotta,158.65,1.1,2.91,0,2,3,0.115,0.364,0,टेराकोटा सुराही,60.72,349.03
SIH-CRAFT-0406,Saharanpur Wood Carving,Wood Carving,1348.21,10.0,4.34,1,2,7,0.72,0.883,1,शीशम की लकड़ी की जाली,1995.0,4985.83
SIH-CRAFT-0407,Kutch Bandhani & Ajrakh,Bandhani,464.46,19.3,0.82,1,4,30,0.863,0.973,1,प्राकृतिक नील रंग,4657.4,7387.01
SIH-CRAFT-0408,Mithila Madhubani Painting,Madhubani,644.28,9.1,0.15,1,3,19,0.834,0.867,1,गोबर लीपा कैनवास,2205.1,4319.16
SIH-CRAFT-0409,Moradabad Brassware,Brass Craft,1141.35,16.1,2.92,1,5,10,0.826,0.886,1,हाथ की ढलाई,3853.0,7214.87
SIH-CRAFT-0410,Jaipur Blue Pottery,Blue Pottery,672.08,15.8,0.76,1,2,21,0.91,0.787,1,नीली मिट्टी का फूलदान,3617.2,6263.03
SIH-CRAFT-0411,Moradabad Brassware,Brass Craft,1125.21,15.9,4.47,1,5,13,0.826,0.74,1,ब्रास पूजा थाली,3852.0,7191.73
SIH-CRAFT-0412,Kolhapuri Chappal & Leather,Leather Craft,730.43,8.3,1.11,1,3,3,0.833,0.861,1,कोल्हापुरी हाथ की चप्पल,1671.8,3715.51
SIH-CRAFT-0413,Gorakhpur Terracotta,Terracotta,329.0,8.9,3.34,1,3,16,0.897,0.962,1,हाथ से बनी मटकी,1984.4,3595.59
SIH-CRAFT-0414,Varanasi Silk Handloom,Handloom Silk,2385.64,38.6,0.53,1,3,19,0.714,0.753,1,बनारसी कतान सिल्क,9394.6,16375.82
SIH-CRAFT-0415,Kolhapuri Chappal & Leather,Leather Craft,679.8,8.2,0.45,1,1,15,0.889,0.841,1,प्राकृतिक चमड़ा,1635.4,3598.02
SIH-CRAFT-0416,Saharanpur Wood Carving,Wood Carving,1055.47,8.4,3.09,1,3,23,0.81,0.795,1,लकड़ी का झरोखा,2033.4,4642.47
SIH-CRAFT-0417,Moradabad Brassware,Brass Craft,782.87,19.3,5.13,1,5,13,0.652,0.771,1,पीतल का नक्काशीदार दीया,4634.0,7785.27
SIH-CRAFT-0418,Kutch Bandhani & Ajrakh,Bandhani,587.59,16.9,0.43,1,3,32,0.797,0.925,1,अजरख ब्लॉक प्रिंट,3961.4,6613.64
SIH-CRAFT-0419,Kolhapuri Chappal & Leather,Leather Craft,737.33,5.9,0.62,1,2,37,0.715,0.913,1,हाथ की सिलाई,1640.6,3682.71
SIH-CRAFT-0420,Jaipur Blue Pottery,Blue Pottery,840.66,17.9,1.99,1,5,40,0.72,0.711,1,क्वार्ट्ज प्लेट,4985.5,8337.82
SIH-CRAFT-0421,Kolhapuri Chappal & Leather,Leather Craft,269.52,1.8,0.52,0,2,1,0.412,0.256,0,प्राकृतिक चमड़ा,99.36,592.94
SIH-CRAFT-0422,Mithila Madhubani Painting,Madhubani,530.73,19.1,0.45,1,5,18,0.93,0.934,1,गोबर लीपा कैनवास,4758.5,7612.96
SIH-CRAFT-0423,Kolhapuri Chappal & Leather,Leather Craft,445.53,11.2,0.85,1,2,33,0.96,0.712,1,प्राकृतिक चमड़ा,2555.8,4524.3
SIH-CRAFT-0424,Varanasi Silk Handloom,Handloom Silk,1749.7,17.9,0.57,1,4,27,0.805,0.832,1,बनारसी कतान सिल्क,4844.2,9374.26
SIH-CRAFT-0425,Gorakhpur Terracotta,Terracotta,98.89,1.6,2.06,0,2,5,0.192,0.241,0,टेराकोटा सुराही,88.32,217.56
SIH-CRAFT-0426,Kutch Bandhani & Ajrakh,Bandhani,592.24,16.5,0.78,1,4,19,0.774,0.963,1,प्राकृतिक नील रंग,3882.0,6512.72
SIH-CRAFT-0427,Kutch Bandhani & Ajrakh,Bandhani,994.18,13.8,0.54,1,4,3,0.816,0.74,1,कच्छी बंधेज दुपट्टा,3053.4,5936.73
SIH-CRAFT-0428,Varanasi Silk Handloom,Handloom Silk,2380.0,25.3,0.55,1,4,10,0.868,0.82,1,हाथ का ताना-बाना,6424.4,12358.44
SIH-CRAFT-0429,Jaipur Blue Pottery,Blue Pottery,613.35,8.9,0.95,1,5,4,0.73,0.737,1,हस्तशिल्प जार,2240.5,4325.2
SIH-CRAFT-0430,Mithila Madhubani Painting,Madhubani,531.95,32.9,0.2,1,3,19,0.954,0.85,1,पेड़ और मोर,7226.9,10946.95
SIH-CRAFT-0431,Zari Zardozi Embroidery,Zari Embroidery,447.8,4.8,0.81,0,2,0,0.176,0.262,0,सच्ची जरी कढ़ाई,272.16,985.16
SIH-CRAFT-0432,Bastar Dhokra Bell Metal,Dhokra Art,1413.4,23.2,2.95,1,3,35,0.737,0.91,1,मोम की ढलाई कला,5768.2,10167.66
SIH-CRAFT-0433,Bastar Dhokra Bell Metal,Dhokra Art,575.73,18.3,1.16,1,3,15,0.822,0.964,1,बेल मेटल बैल,4360.8,7136.82
SIH-CRAFT-0434,Kutch Bandhani & Ajrakh,Bandhani,784.41,8.8,0.83,1,4,5,0.94,0.854,1,कच्छी बंधेज दुपट्टा,1993.4,4222.54
SIH-CRAFT-0435,Jaipur Blue Pottery,Blue Pottery,421.68,14.4,2.42,1,5,36,0.789,0.954,1,हस्तशिल्प जार,4068.0,6533.57
SIH-CRAFT-0436,Kolhapuri Chappal & Leather,Leather Craft,913.05,10.3,1.01,1,3,40,0.916,0.963,1,हाथ की सिलाई,2618.8,5240.5
SIH-CRAFT-0437,Zari Zardozi Embroidery,Zari Embroidery,590.58,21.9,0.46,0,2,21,0.847,0.858,1,सच्ची जरी कढ़ाई,4454.1,6810.32
SIH-CRAFT-0438,Varanasi Silk Handloom,Handloom Silk,2610.39,16.3,0.82,1,5,3,0.774,0.76,1,हाथ का ताना-बाना,4283.0,9778.58
SIH-CRAFT-0439,Kutch Bandhani & Ajrakh,Bandhani,423.82,16.4,0.38,1,4,30,0.836,0.877,1,प्राकृतिक नील रंग,4025.2,6478.68
SIH-CRAFT-0440,Kutch Bandhani & Ajrakh,Bandhani,630.58,18.5,0.54,1,3,38,0.833,0.774,1,अजरख ब्लॉक प्रिंट,4381.0,7238.13
SIH-CRAFT-0441,Zari Zardozi Embroidery,Zari Embroidery,1190.77,28.4,0.9,0,2,17,0.797,0.903,1,जरदोज़ी का काम,5622.6,9198.05
SIH-CRAFT-0442,Jaipur Blue Pottery,Blue Pottery,570.31,10.7,1.81,1,2,13,0.778,0.884,1,नीली मिट्टी का फूलदान,2431.3,4524.67
SIH-CRAFT-0443,Mithila Madhubani Painting,Madhubani,580.13,10.5,0.28,1,4,8,0.851,0.91,1,पेड़ और मोर,2461.5,4578.7
SIH-CRAFT-0444,Zari Zardozi Embroidery,Zari Embroidery,750.79,34.1,0.34,0,3,34,0.795,0.758,1,मखमली सूट पीस,7364.1,10955.1
SIH-CRAFT-0445,Kolhapuri Chappal & Leather,Leather Craft,370.17,11.6,0.81,1,2,13,0.872,0.804,1,हाथ की सिलाई,2329.4,4116.92
SIH-CRAFT-0446,Gorakhpur Terracotta,Terracotta,70.42,0.9,1.7,0,2,3,0.305,0.231,0,माटी का घड़ा,49.68,154.92
SIH-CRAFT-0447,Jaipur Blue Pottery,Blue Pottery,749.38,13.8,1.88,1,4,20,0.725,0.979,1,क्वार्ट्ज प्लेट,3515.4,6229.95
SIH-CRAFT-0448,Kutch Bandhani & Ajrakh,Bandhani,508.89,12.5,0.27,1,2,35,0.747,0.975,1,प्राकृतिक नील रंग,2950.0,5142.0
SIH-CRAFT-0449,Moradabad Brassware,Brass Craft,630.31,2.9,4.62,0,2,4,0.269,0.135,0,ब्रास पूजा थाली,168.78,1386.68
SIH-CRAFT-0450,Bastar Dhokra Bell Metal,Dhokra Art,1486.18,29.0,2.1,1,4,7,0.776,0.929,1,ढोकरा आदिवासी मूर्ति,7007.0,11938.29
SIH-CRAFT-0451,Varanasi Silk Handloom,Handloom Silk,1848.58,31.5,0.83,1,5,19,0.732,0.727,1,हाथ का ताना-बाना,8475.0,14409.33
SIH-CRAFT-0452,Jaipur Blue Pottery,Blue Pottery,448.17,10.4,1.08,1,4,14,0.963,0.898,1,नीली मिट्टी का फूलदान,2633.2,4632.35
SIH-CRAFT-0453,Bastar Dhokra Bell Metal,Dhokra Art,758.35,15.3,1.52,1,3,15,0.926,0.943,1,मोम की ढलाई कला,3682.8,6468.05
SIH-CRAFT-0454,Mithila Madhubani Painting,Madhubani,315.93,10.2,0.77,1,4,3,0.902,0.857,1,मिथिला पेंटिंग,2319.6,4030.47
SIH-CRAFT-0455,Bastar Dhokra Bell Metal,Dhokra Art,846.96,29.8,3.18,1,5,20,0.812,0.985,1,बेल मेटल बैल,7750.0,12078.4
SIH-CRAFT-0456,Moradabad Brassware,Brass Craft,1500.2,10.6,3.87,1,5,33,0.96,0.709,1,ब्रास पूजा थाली,2933.0,6457.32
SIH-CRAFT-0457,Kutch Bandhani & Ajrakh,Bandhani,368.29,2.0,0.28,0,2,2,0.341,0.054,0,कच्छी बंधेज दुपट्टा,116.4,810.24
SIH-CRAFT-0458,Kutch Bandhani & Ajrakh,Bandhani,560.35,15.8,0.38,1,4,19,0.728,0.837,1,प्राकृतिक नील रंग,3729.4,6263.66
SIH-CRAFT-0459,Saharanpur Wood Carving,Wood Carving,898.77,11.1,3.39,1,4,26,0.932,0.781,1,शीशम की लकड़ी की जाली,2754.3,5404.14
SIH-CRAFT-0460,Zari Zardozi Embroidery,Zari Embroidery,1054.69,15.7,0.37,0,4,18,0.833,0.948,1,जरदोज़ी का काम,3614.1,6302.87
SIH-CRAFT-0461,Mithila Madhubani Painting,Madhubani,656.2,21.2,0.11,1,4,34,0.694,0.959,1,प्राकृतिक रंग चित्र,5237.6,8429.13
SIH-CRAFT-0462,Bastar Dhokra Bell Metal,Dhokra Art,1118.35,22.5,1.88,1,5,13,0.67,0.936,1,मोम की ढलाई कला,5820.0,9839.27
SIH-CRAFT-0463,Jaipur Blue Pottery,Blue Pottery,534.06,11.1,1.83,1,4,25,0.657,0.735,1,हस्तशिल्प जार,2961.3,5191.24
SIH-CRAFT-0464,Zari Zardozi Embroidery,Zari Embroidery,1054.69,26.2,0.42,0,4,25,0.757,0.848,1,मखमली सूट पीस,5955.6,9463.89
SIH-CRAFT-0465,Bastar Dhokra Bell Metal,Dhokra Art,367.67,2.4,2.51,0,1,1,0.324,0.375,0,मोम की ढलाई कला,145.44,808.87
SIH-CRAFT-0466,Zari Zardozi Embroidery,Zari Embroidery,1341.35,11.8,0.41,0,3,23,0.755,0.784,1,सच्ची जरी कढ़ाई,2716.8,5478.5
SIH-CRAFT-0467,Zari Zardozi Embroidery,Zari Embroidery,734.81,21.1,0.9,0,4,40,0.822,0.831,1,जरदोज़ी का काम,5094.3,7869.3
SIH-CRAFT-0468,Mithila Madhubani Painting,Madhubani,127.51,2.2,0.28,0,1,1,0.158,0.086,0,मिथिला पेंटिंग,123.42,280.52
SIH-CRAFT-0469,Bastar Dhokra Bell Metal,Dhokra Art,529.0,18.7,2.87,1,3,9,0.737,0.745,1,बेल मेटल बैल,4361.2,7074.27
SIH-CRAFT-0470,Kutch Bandhani & Ajrakh,Bandhani,497.92,10.5,0.64,1,2,36,0.927,0.708,1,प्राकृतिक नील रंग,2577.0,4623.64
SIH-CRAFT-0471,Saharanpur Wood Carving,Wood Carving,290.08,2.6,4.41,0,2,4,0.256,0.389,0,लकड़ी का झरोखा,147.42,638.18
SIH-CRAFT-0472,Kolhapuri Chappal & Leather,Leather Craft,708.55,11.9,0.91,1,4,36,0.861,0.855,1,प्राकृतिक चमड़ा,3015.2,5499.56
SIH-CRAFT-0473,Bastar Dhokra Bell Metal,Dhokra Art,1385.18,19.7,1.79,1,4,12,0.75,0.7,1,ढोकरा आदिवासी मूर्ति,4868.6,8915.1
SIH-CRAFT-0474,Saharanpur Wood Carving,Wood Carving,935.1,22.5,2.62,1,5,22,0.653,0.825,1,हाथ से तराशा बॉक्स,5392.5,9014.76
SIH-CRAFT-0475,Zari Zardozi Embroidery,Zari Embroidery,457.58,19.3,0.59,0,5,28,0.732,0.907,1,मखमली सूट पीस,4762.5,7047.11
SIH-CRAFT-0476,Kutch Bandhani & Ajrakh,Bandhani,476.47,7.3,0.64,1,4,20,0.744,0.915,1,अजरख ब्लॉक प्रिंट,1891.4,3669.12
SIH-CRAFT-0477,Kutch Bandhani & Ajrakh,Bandhani,354.77,8.2,0.28,1,3,31,0.74,0.881,1,कच्छी बंधेज दुपट्टा,2154.2,3859.61
SIH-CRAFT-0478,Saharanpur Wood Carving,Wood Carving,449.63,18.8,1.49,1,2,21,0.739,0.907,1,लकड़ी का झरोखा,3868.2,6301.57
SIH-CRAFT-0479,Gorakhpur Terracotta,Terracotta,195.21,8.4,1.53,1,3,34,0.979,0.834,1,माटी का घड़ा,2156.4,3647.17
SIH-CRAFT-0480,Saharanpur Wood Carving,Wood Carving,1150.57,9.5,1.79,1,5,7,0.829,0.753,1,हाथ से तराशा बॉक्स,2242.5,5053.14
SIH-CRAFT-0481,Kutch Bandhani & Ajrakh,Bandhani,397.57,18.3,0.37,1,3,18,0.893,0.71,1,अजरख ब्लॉक प्रिंट,4039.8,6462.95
SIH-CRAFT-0482,Jaipur Blue Pottery,Blue Pottery,890.16,12.6,2.1,1,4,23,0.702,0.911,1,हस्तशिल्प जार,3280.8,6103.3
